# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00140475	1828	1848		320	340	19	0.05	t3	M	-	A	0.1
TCONS_00140475	1817	1843		315	341	25	0.038	o9	M	-	A	0.12
TCONS_00140475	2270	2286		326	342	15	0.062	t14	M	-	P	0.12
TCONS_00140475	2264	2281		315	332	16	0.059	t9	M	-	P	0.12
TCONS_00140475	2264	2284		307	327	18	0.1	t1t17	M	-	P	0.1
TCONS_00140475	2264	2279		307	322	14	0.067	t2	M	-	P	0.13
TCONS_00140475	2264	2286		317	339	21	0.045	t7	M	-	A	0.14
TCONS_00140475	2264	2281		312	329	16	0.059	t12	M	-	A	0.12
TCONS_00140475	2263	2286		306	329	21	0.087	t3t19	M	-	A	0.13
TCONS_00140475	2309	2329		308	328	18	0.1	o5t17	M	-	P	0.1
TCONS_00140475	2310	2330		307	327	18	0.1	o6t18	M	-	P	0.1
TCONS_00140475	2310	2330		307	327	18	0.1	t1o13	M	-	A	0.1
TCONS_00140475	280	295		309	324	14	0.067	t2	Y	-	P	0.13
TCONS_00140475	278	295		304	321	16	0.059	t5	Y	-	P	0.18
TCONS_00140476	280	295		309	324	14	0.067	t2	Y	-	P	0.13
TCONS_00140476	278	295		304	321	16	0.059	t5	Y	-	P	0.18
TCONS_00140477	618	638		321	341	18	0.1	t2o16	M	-	P	0.1
TCONS_00140477	619	639		320	340	18	0.1	t3o17	M	-	P	0.1
TCONS_00140477	624	640		325	341	16	0		M	-	P	0.12
TCONS_00140477	618	635		324	341	16	0.059	o3	M	-	A	0.12
TCONS_00140477	620	640		320	340	18	0.1	o1t3	M	-	A	0.1
TCONS_00140477	280	295		309	324	14	0.067	t2	Y	-	P	0.13
TCONS_00140477	278	295		304	321	16	0.059	t5	Y	-	P	0.18
TCONS_00140794	421	439		315	333	17	0.056	t9	M	-	P	0.11
TCONS_00140794	419	440		309	330	19	0.095	t15o19	M	-	P	0.14
TCONS_00140794	421	437		307	323	15	0.062	t2	M	-	P	0.12
TCONS_00140794	419	440		314	335	19	0.095	o1t10	M	-	A	0.14
TCONS_00140794	421	439		311	329	17	0.056	t13	M	-	A	0.11
TCONS_00140794	422	440		307	325	17	0.056	t2	M	-	A	0.11
TCONS_00151055	1415	1435		311	331	18	0.1	o15t18	Y	-	P	0.1
TCONS_00151055	1417	1437		309	329	19	0.05	o17	Y	-	P	0.1
TCONS_00151055	1543	1559		326	342	15	0.062	t11	R	-	A	0.12
TCONS_00151055	1541	1566		301	326	23	0.08	d1t11	R	-	A	0.16
TCONS_00151055	1414	1429		314	329	14	0.067	o12	M	-	A	0.13
TCONS_00152778	766	783		311	328	16	0.059	o15	R	-	A	0.12
TCONS_00167180	1216	1231		303	318	14	0.067	o13	R	-	A	0.13
TCONS_00167741	822	842		312	332	18	0.1	t1t3	Y	-	P	0.15
TCONS_00201401	591	606		311	326	14	0.067	t12	R	-	A	0.13
TCONS_00201401	587	603		307	323	15	0.062	t3	R	-	A	0.12
TCONS_00054058	1290	1305		465	480	14	0.067	o10	Y	-	P	0.33
TCONS_00091949	3120	3135		458	473	14	0.067	o4	M	-	P	0.4
TCONS_00091950	3120	3135		458	473	14	0.067	o4	M	-	P	0.4
TCONS_00097687	1523	1538		469	484	14	0.067	t3	R	-	A	0.13
TCONS_00140794	730	745		462	477	14	0.067	t9	R	-	A	0.33
TCONS_00151055	330	345		463	478	14	0.067	o11	M	-	A	0.4
TCONS_00167741	826	841		465	480	14	0.067	t3	Y	-	P	0.27
TCONS_00201401	588	603		469	484	14	0.067	t6	R	-	A	0.13
TCONS_00021426	234	250		794	810	15	0.062	t8	R	-	A	0.62
TCONS_00151055	694	709		797	812	14	0.067	t2	M	-	A	0.87
TCONS_00011596	228	244		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011596	212	229		969	986	16	0.059	t2	Y	-	P	0.65
TCONS_00011596	233	249		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011596	238	254		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011596	243	259		969	985	16	0		Y	-	P	0.75
TCONS_00011600	226	242		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011600	210	227		969	986	16	0.059	t2	Y	-	P	0.65
TCONS_00011600	231	247		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011600	236	252		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011600	241	257		969	985	16	0		Y	-	P	0.75
TCONS_00011601	228	244		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011601	212	229		969	986	16	0.059	t2	Y	-	P	0.65
TCONS_00011601	233	249		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011601	238	254		969	985	15	0.062	t3	Y	-	P	0.75
TCONS_00011601	243	259		969	985	16	0		Y	-	P	0.75
TCONS_00067824	1253	1268		969	984	14	0.067	o13	R	-	A	0.67
TCONS_00071317	1625	1640		973	988	14	0.067	d13	M	-	A	0.6
TCONS_00079871	379	394		970	985	14	0.067	t3	Y	-	P	0.73
TCONS_00011596	349	364		51	66	14	0.067	d9	Y	-	P	0.67
TCONS_00011596	274	289		47	62	14	0.067	d13	Y	-	P	0.67
TCONS_00011600	347	362		51	66	14	0.067	d9	Y	-	P	0.67
TCONS_00011600	272	287		47	62	14	0.067	d13	Y	-	P	0.67
TCONS_00011601	349	364		51	66	14	0.067	d9	Y	-	P	0.67
TCONS_00011601	274	289		47	62	14	0.067	d13	Y	-	P	0.67
TCONS_00141346	1458	1474		562	578	15	0.062	t12	R	+	A	0.69
TCONS_00052443	2697	2712		649	664	14	0.067	d12	M	+	P	0.13
TCONS_00020546	248	264		316	332	15	0.062	b6	Y	+	P	0.19
TCONS_00087985	3263	3278		321	336	14	0.067	d1	R	+	A	0.13
TCONS_00092424	2554	2569		316	331	14	0.067	d6	Y	+	P	0.2
TCONS_00140475	1821	1837		317	333	15	0.062	b5	M	+	P	0.12
TCONS_00140475	1817	1832		317	332	14	0.067	b5	M	+	A	0.13
TCONS_00140475	2266	2282		317	333	15	0.062	d5	M	+	P	0.12
TCONS_00140794	424	440		317	333	15	0.062	d5	M	+	P	0.12
TCONS_00064084	299	318		361	380	18	0.053	d9	R	-	A	0.37
TCONS_00064084	275	291		361	377	15	0.062	d9	R	-	A	0.38
TCONS_00064084	266	281		361	376	14	0.067	d9	R	-	A	0.4
TCONS_00064084	679	694		361	376	14	0.067	d9	R	-	A	0.4
TCONS_00064084	597	614		363	380	16	0.059	d7	R	-	A	0.29
TCONS_00039410	567	583		372	388	15	0.062	o7	Y	+	P	0.19
TCONS_00039411	567	583		372	388	15	0.062	o7	Y	+	P	0.19
TCONS_00039413	567	583		372	388	15	0.062	o7	Y	+	P	0.19
TCONS_00039418	567	583		372	388	15	0.062	o7	Y	+	P	0.19
TCONS_00039419	1522	1538		372	388	15	0.062	o7	Y	+	P	0.19
TCONS_00052443	5708	5723		378	393	14	0.067	t5	M	+	P	0.13
TCONS_00053188	800	815		381	396	14	0.067	t9	Y	+	P	0.27
TCONS_00063256	1902	1917		381	396	14	0.067	o4	Y	+	P	0.2
TCONS_00064084	389	409		381	401	18	0.1	t5t7	R	+	A	0.35
TCONS_00064084	2290	2310		374	394	18	0.1	t1t11	M	+	P	0.1
TCONS_00064084	2292	2313		376	397	19	0.095	t9t18	M	+	P	0.14
TCONS_00064084	2282	2303		374	395	19	0.095	t3t9	M	+	A	0.14
TCONS_00064084	2295	2312		377	394	16	0.059	t8	M	+	A	0.12
TCONS_00072816	1486	1501		379	394	14	0.067	t4	M	+	A	0.13
TCONS_00073523	2613	2628		381	396	14	0.067	o5	Y	+	P	0.27
TCONS_00073525	2613	2628		381	396	14	0.067	o5	Y	+	P	0.27
TCONS_00076444	3901	3916		373	388	14	0.067	t9	Y	+	P	0.2
TCONS_00082787	1466	1486		376	396	18	0.1	o1t9	M	+	P	0.15
TCONS_00082787	1469	1484		379	394	14	0.067	t6	M	+	A	0.13
TCONS_00092424	2556	2577		376	397	19	0.095	t7t18	Y	+	P	0.14
TCONS_00140475	1820	1842		372	394	20	0.091	o6t13	M	+	P	0.14
TCONS_00140475	1834	1854		374	394	18	0.1	t3t11	M	+	P	0.1
TCONS_00140475	1840	1860		374	394	18	0.1	t3t11	M	+	P	0.1
TCONS_00140475	1846	1866		374	394	18	0.1	t3t11	M	+	P	0.1
TCONS_00140475	1852	1872		374	394	18	0.1	t3t11	M	+	P	0.1
TCONS_00140475	1828	1848		374	394	18	0.1	t3t11	M	+	P	0.1
TCONS_00140475	1845	1865		374	394	18	0.1	t3t11	M	+	A	0.1
TCONS_00140475	1839	1859		374	394	18	0.1	t3t11	M	+	A	0.1
TCONS_00140475	1833	1853		374	394	18	0.1	t3t11	M	+	A	0.1
TCONS_00140475	1827	1847		374	394	18	0.1	t3t11	M	+	A	0.1
TCONS_00140475	1851	1871		374	394	18	0.1	t3t11	M	+	A	0.1
TCONS_00140475	1857	1874		377	394	16	0.059	t8	M	+	A	0.12
TCONS_00140475	2265	2286		372	393	19	0.095	t6t13	M	+	P	0.14
TCONS_00140475	2270	2286		380	396	15	0.062	t5	M	+	A	0.19
TCONS_00140477	624	640		378	394	15	0.062	t7	M	+	P	0.12
TCONS_00140477	625	640		379	394	14	0.067	t6	M	+	A	0.13
TCONS_00151055	1549	1564		374	389	14	0.067	t4	R	+	A	0.13
TCONS_00167741	823	838		372	387	14	0.067	t13	Y	+	P	0.13
TCONS_00064084	343	358		920	935	14	0.067	d5	R	+	A	0.53
TCONS_00064084	627	642		920	935	14	0.067	d5	R	+	A	0.53
TCONS_00055750	133	148		774	789	14	0.067	b6	R	+	A	0.53
TCONS_00063124	2596	2611		928	943	14	0.067	d8	M	+	P	0.47
TCONS_00063124	925	940		225	240	14	0.067	o12	Y	+	P	0.27
TCONS_00064084	769	789		232	252	18	0.1	t8t17	R	+	A	0.3
TCONS_00064084	2279	2294		240	255	14	0.067	d12	M	+	P	0.2
TCONS_00067531	326	342		231	247	15	0.062	t3	M	+	A	0.25
TCONS_00140475	2324	2339		236	251	14	0.067	t2	Y	+	P	0.2
TCONS_00140475	2264	2280		236	252	15	0.062	t6	M	+	P	0.19
TCONS_00140475	2264	2284		231	251	18	0.1	t3t11	M	+	A	0.2
TCONS_00140794	421	438		235	252	16	0.059	t7	M	+	P	0.18
TCONS_00140794	421	438		235	252	16	0.059	t7	M	+	A	0.18
TCONS_00151055	1541	1559		226	244	17	0.056	t8	R	+	A	0.28
TCONS_00201716	1453	1468		233	248	14	0.067	t4	M	+	P	0.27
TCONS_00092424	2549	2564		376	391	14	0.067	b4	Y	+	P	0.13
TCONS_00092424	2556	2571		479	494	14	0.067	d3	Y	+	P	0.13
TCONS_00064084	409	425		110	126	15	0.062	d3	R	-	A	0.44
TCONS_00064084	119	135		110	126	15	0.062	d3	R	-	A	0.44
TCONS_00064084	110	125		110	125	14	0.067	d3	R	-	A	0.4
TCONS_00011596	356	371		522	537	14	0.067	d13	Y	-	P	0.47
TCONS_00011600	354	369		522	537	14	0.067	d13	Y	-	P	0.47
TCONS_00011601	356	371		522	537	14	0.067	d13	Y	-	P	0.47
TCONS_00064084	2288	2303		0	15	14	0.067	d8	M	-	P	0.13
TCONS_00064084	2288	2303		0	15	14	0.067	d8	M	-	A	0.13
TCONS_00091949	1931	1946		0	15	14	0.067	d8	R	-	A	0.13
TCONS_00091950	1931	1946		0	15	14	0.067	d8	R	-	A	0.13
TCONS_00091949	393	408		841	856	14	0.067	b5	Y	-	P	0.8
TCONS_00091950	393	408		841	856	14	0.067	b5	Y	-	P	0.8
TCONS_00071317	1272	1287		847	862	14	0.067	d4	Y	+	P	0.33
TCONS_00039405	3547	3563		40	56	15	0.062	t1	Y	-	P	0.44
TCONS_00039411	4917	4933		40	56	15	0.062	t1	Y	-	P	0.44
TCONS_00076444	2014	2029		43	58	14	0.067	d13	Y	-	P	0.47
TCONS_00167180	2875	2890		38	53	14	0.067	t9	R	-	A	0.4
TCONS_00064084	340	355		160	175	14	0.067	t6	R	+	A	0.6
TCONS_00064084	445	460		160	175	14	0.067	t1	R	+	A	0.6
TCONS_00064084	443	458		162	177	14	0.067	t13	R	+	A	0.6
TCONS_00064084	721	737		161	177	15	0.062	t1	R	+	A	0.56
TCONS_00071317	1272	1287		280	295	14	0.067	d5	Y	+	P	0.4
TCONS_00064084	269	284		533	548	14	0.067	t11	R	-	A	0.4
TCONS_00064084	260	275		533	548	14	0.067	t11	R	-	A	0.4
TCONS_00064084	211	227		532	548	15	0.062	t12	R	-	A	0.44
TCONS_00064084	175	191		532	548	15	0.062	t12	R	-	A	0.44
TCONS_00201716	1450	1467		532	549	16	0.059	t10	M	-	A	0.41
TCONS_00011596	333	353		905	925	18	0.1	t11d14	Y	-	P	0.6
TCONS_00011596	230	254		895	919	22	0.083	t11t16	Y	-	P	0.75
TCONS_00011596	235	255		899	919	18	0.1	t7t12	Y	-	P	0.7
TCONS_00011596	235	255		899	919	18	0.1	t7t12	Y	-	P	0.7
TCONS_00011596	250	270		899	919	18	0.1	t12t14	Y	-	P	0.65
TCONS_00011596	227	249		895	917	20	0.091	t11t16	Y	-	P	0.73
TCONS_00011596	335	351		902	918	15	0.062	t14	Y	-	P	0.62
TCONS_00011596	337	353		900	916	15	0.062	t1	Y	-	P	0.62
TCONS_00011596	347	367		899	919	18	0.1	t2t18	Y	-	P	0.6
TCONS_00011596	349	369		897	917	18	0.1	t1t4	Y	-	P	0.6
TCONS_00011596	352	367		904	919	14	0.067	t12	Y	-	P	0.6
TCONS_00011596	335	355		893	913	18	0.1	t3t8	Y	-	P	0.6
TCONS_00011596	207	225		899	917	17	0.056	t7	Y	-	P	0.67
TCONS_00011596	208	228		891	911	18	0.1	d1t3	Y	-	P	0.65
TCONS_00011596	228	244		895	911	15	0.062	t11	Y	-	P	0.75
TCONS_00011600	331	351		905	925	18	0.1	t11d14	Y	-	P	0.6
TCONS_00011600	228	252		895	919	22	0.083	t11t16	Y	-	P	0.75
TCONS_00011600	233	253		899	919	18	0.1	t7t12	Y	-	P	0.7
TCONS_00011600	233	253		899	919	18	0.1	t7t12	Y	-	P	0.7
TCONS_00011600	248	268		899	919	18	0.1	t12t14	Y	-	P	0.65
TCONS_00011600	225	247		895	917	20	0.091	t11t16	Y	-	P	0.73
TCONS_00011600	333	349		902	918	15	0.062	t14	Y	-	P	0.62
TCONS_00011600	335	351		900	916	15	0.062	t1	Y	-	P	0.62
TCONS_00011600	345	365		899	919	18	0.1	t2t18	Y	-	P	0.6
TCONS_00011600	347	367		897	917	18	0.1	t1t4	Y	-	P	0.6
TCONS_00011600	350	365		904	919	14	0.067	t12	Y	-	P	0.6
TCONS_00011600	333	353		893	913	18	0.1	t3t8	Y	-	P	0.6
TCONS_00011600	205	223		899	917	17	0.056	t7	Y	-	P	0.67
TCONS_00011600	206	226		891	911	18	0.1	d1t3	Y	-	P	0.65
TCONS_00011600	226	242		895	911	15	0.062	t11	Y	-	P	0.75
TCONS_00011601	333	353		905	925	18	0.1	t11d14	Y	-	P	0.6
TCONS_00011601	230	254		895	919	22	0.083	t11t16	Y	-	P	0.75
TCONS_00011601	235	255		899	919	18	0.1	t7t12	Y	-	P	0.7
TCONS_00011601	235	255		899	919	18	0.1	t7t12	Y	-	P	0.7
TCONS_00011601	250	270		899	919	18	0.1	t12t14	Y	-	P	0.65
TCONS_00011601	227	249		895	917	20	0.091	t11t16	Y	-	P	0.73
TCONS_00011601	335	351		902	918	15	0.062	t14	Y	-	P	0.62
TCONS_00011601	337	353		900	916	15	0.062	t1	Y	-	P	0.62
TCONS_00011601	347	367		899	919	18	0.1	t2t18	Y	-	P	0.6
TCONS_00011601	349	369		897	917	18	0.1	t1t4	Y	-	P	0.6
TCONS_00011601	352	367		904	919	14	0.067	t12	Y	-	P	0.6
TCONS_00011601	335	355		893	913	18	0.1	t3t8	Y	-	P	0.6
TCONS_00011601	207	225		899	917	17	0.056	t7	Y	-	P	0.67
TCONS_00011601	208	228		891	911	18	0.1	d1t3	Y	-	P	0.65
TCONS_00011601	228	244		895	911	15	0.062	t11	Y	-	P	0.75
TCONS_00021343	878	893		899	914	14	0.067	t3	R	-	A	0.6
TCONS_00039416	337	352		900	915	14	0.067	t12	R	-	A	0.6
TCONS_00071317	1259	1274		898	913	14	0.067	t12	Y	-	P	0.6
TCONS_00071317	1262	1277		895	910	14	0.067	t2	Y	-	P	0.67
TCONS_00079871	379	394		891	906	14	0.067	d1	Y	-	P	0.73
TCONS_00201716	1437	1452		894	909	14	0.067	t2	R	-	A	0.73
TCONS_00151055	694	709		501	516	14	0.067	d4	M	+	P	0.87
TCONS_00011596	356	371		569	584	14	0.067	t9	Y	+	P	0.47
TCONS_00011596	322	338		581	597	15	0.062	d3	Y	+	P	0.56
TCONS_00011600	354	369		569	584	14	0.067	t9	Y	+	P	0.47
TCONS_00011600	320	336		581	597	15	0.062	d3	Y	+	P	0.56
TCONS_00011601	356	371		569	584	14	0.067	t9	Y	+	P	0.47
TCONS_00011601	322	338		581	597	15	0.062	d3	Y	+	P	0.56
TCONS_00052443	5986	6001		568	583	14	0.067	t7	R	+	A	0.33
TCONS_00052443	6429	6445		576	592	15	0.062	d8	M	+	A	0.44
TCONS_00068500	1819	1834		582	597	14	0.067	d2	R	+	A	0.53
TCONS_00017255	393	408		789	804	14	0.067	o1	R	+	A	0.4
TCONS_00052443	6421	6437		792	808	15	0.062	d13	M	+	A	0.38
TCONS_00064084	351	366		785	800	14	0.067	t12	R	+	A	0.53
TCONS_00064084	775	791		786	802	16	0		R	+	A	0.44
TCONS_00064084	344	363		837	856	18	0.053	d4	R	+	A	0.58
TCONS_00141350	126	141		191	206	14	0.067	t1	R	+	A	0.47
TCONS_00141358	126	141		191	206	14	0.067	t1	R	+	A	0.47
TCONS_00052443	2695	2715		757	777	18	0.1	t1d14	M	+	P	0.15
TCONS_00092424	2549	2569		758	778	18	0.1	o4d13	Y	+	P	0.15
TCONS_00114781	28	43		761	776	14	0.067	d10	Y	+	P	0.2
TCONS_00151055	692	707		657	672	14	0.067	b1	M	+	P	0.87
TCONS_00076444	3905	3920		866	881	14	0.067	t7	Y	-	P	0.27
TCONS_00011596	305	320		754	769	14	0.067	o2	Y	+	P	0.53
TCONS_00011596	273	288		753	768	14	0.067	t3	Y	+	P	0.53
TCONS_00011600	303	318		754	769	14	0.067	o2	Y	+	P	0.53
TCONS_00011600	271	286		753	768	14	0.067	t3	Y	+	P	0.53
TCONS_00011601	305	320		754	769	14	0.067	o2	Y	+	P	0.53
TCONS_00011601	273	288		753	768	14	0.067	t3	Y	+	P	0.53
TCONS_00151055	694	709		972	987	14	0.067	d9	M	+	A	0.87
TCONS_00011642	1596	1611		283	298	14	0.067	t3	Y	-	P	0.47
TCONS_00039411	7051	7071		280	300	18	0.1	t4t15	Y	-	P	0.4
TCONS_00068500	113	128		287	302	14	0.067	o9	R	-	A	0.4
TCONS_00073523	2154	2170		281	297	15	0.062	o4	R	-	A	0.44
TCONS_00073525	2154	2170		281	297	15	0.062	o4	R	-	A	0.44
TCONS_00108869	869	889		280	300	18	0.1	t6o15	M	-	A	0.4
TCONS_00114781	64	79		285	300	14	0.067	o9	M	-	P	0.4
TCONS_00118745	3035	3050		286	301	14	0.067	o6	R	-	A	0.4
TCONS_00170397	922	937		283	298	14	0.067	t11	Y	-	P	0.47
TCONS_00065788	1870	1885		447	462	14	0.067	d5	R	-	A	0.8
TCONS_00065789	1873	1888		447	462	14	0.067	d5	R	-	A	0.8
TCONS_00151055	694	709		453	468	14	0.067	d9	M	-	P	0.87
TCONS_00011596	231	246		750	765	14	0.067	t2	Y	-	P	0.73
TCONS_00011596	236	251		750	765	14	0.067	t2	Y	-	P	0.73
TCONS_00011596	283	299		749	765	15	0.062	t5	Y	-	P	0.62
TCONS_00011600	229	244		750	765	14	0.067	t2	Y	-	P	0.73
TCONS_00011600	234	249		750	765	14	0.067	t2	Y	-	P	0.73
TCONS_00011600	281	297		749	765	15	0.062	t5	Y	-	P	0.62
TCONS_00011601	231	246		750	765	14	0.067	t2	Y	-	P	0.73
TCONS_00011601	236	251		750	765	14	0.067	t2	Y	-	P	0.73
TCONS_00011601	283	299		749	765	15	0.062	t5	Y	-	P	0.62
TCONS_00118745	3230	3245		750	765	14	0.067	t1	M	-	P	0.73
TCONS_00118745	3227	3242		750	765	14	0.067	o1	M	-	A	0.73
TCONS_00071317	2721	2736		831	846	14	0.067	b4	R	+	A	0.47
TCONS_00011596	285	300		571	586	14	0.067	t10	Y	+	P	0.6
TCONS_00011596	335	350		571	586	14	0.067	t3	Y	+	P	0.6
TCONS_00011596	300	315		571	586	14	0.067	o7	Y	+	P	0.6
TCONS_00011600	283	298		571	586	14	0.067	t10	Y	+	P	0.6
TCONS_00011600	333	348		571	586	14	0.067	t3	Y	+	P	0.6
TCONS_00011600	298	313		571	586	14	0.067	o7	Y	+	P	0.6
TCONS_00011601	285	300		571	586	14	0.067	t10	Y	+	P	0.6
TCONS_00011601	335	350		571	586	14	0.067	t3	Y	+	P	0.6
TCONS_00011601	300	315		571	586	14	0.067	o7	Y	+	P	0.6
TCONS_00071317	1263	1280		568	585	16	0.059	d2	Y	+	P	0.65
TCONS_00011596	283	298		967	982	14	0.067	t1	Y	-	P	0.67
TCONS_00011600	281	296		967	982	14	0.067	t1	Y	-	P	0.67
TCONS_00011601	283	298		967	982	14	0.067	t1	Y	-	P	0.67
TCONS_00071317	1626	1641		968	983	15	0		M	-	P	0.73
TCONS_00118745	3230	3245		967	982	14	0.067	t4	M	-	P	0.73
TCONS_00140477	296	311		967	982	14	0.067	t13	R	-	A	0.67
TCONS_00170397	2185	2201		965	981	15	0.062	o6	R	-	A	0.75
TCONS_00064084	360	380		971	991	18	0.1	t13t15	R	-	A	0.45
TCONS_00076444	633	653		971	991	18	0.1	t6t13	R	-	A	0.5
TCONS_00097687	1536	1551		975	990	14	0.067	t1	R	-	A	0.47
TCONS_00068500	495	510		241	256	14	0.067	t7	Y	+	P	0.73
TCONS_00011596	308	325		301	318	16	0.059	t12	Y	-	P	0.59
TCONS_00011600	306	323		301	318	16	0.059	t12	Y	-	P	0.59
TCONS_00011601	308	325		301	318	16	0.059	t12	Y	-	P	0.59
TCONS_00064084	363	378		499	514	14	0.067	d6	R	-	A	0.33
TCONS_00064084	472	487		802	817	14	0.067	t10	R	+	A	0.47
TCONS_00064084	551	566		802	817	14	0.067	t10	R	+	A	0.47
TCONS_00190253	2786	2802		801	817	15	0.062	t11	Y	+	P	0.5
TCONS_00190254	2787	2803		801	817	15	0.062	t11	Y	+	P	0.5
TCONS_00190258	2786	2802		801	817	15	0.062	t11	Y	+	P	0.5
TCONS_00039422	2472	2487		733	748	14	0.067	o1	R	-	A	0.87
TCONS_00065788	1872	1889		731	748	16	0.059	d1	R	-	A	0.82
TCONS_00065789	1875	1892		731	748	16	0.059	d1	R	-	A	0.82
TCONS_00079871	378	393		733	748	14	0.067	t12	Y	-	P	0.8
TCONS_00151055	696	711		733	748	14	0.067	t1	M	-	P	0.87
TCONS_00151055	696	711		733	748	14	0.067	t1	M	-	A	0.87
TCONS_00039422	1033	1048		804	819	14	0.067	t5	Y	+	P	0.53
TCONS_00076444	2020	2035		804	819	14	0.067	t8	Y	+	P	0.47
TCONS_00064084	360	376		229	245	15	0.062	t1	R	-	A	0.44
TCONS_00064084	295	315		190	210	18	0.1	d4t15	R	-	A	0.4
TCONS_00064084	276	291		195	210	14	0.067	t10	R	-	A	0.4
TCONS_00064084	399	414		190	205	14	0.067	d4	R	-	A	0.47
TCONS_00064084	674	694		189	209	18	0.1	d5t16	R	-	A	0.45
TCONS_00064084	633	648		190	205	14	0.067	d4	R	-	A	0.47
TCONS_00151055	1432	1447		920	935	14	0.067	d9	M	+	P	0.6
TCONS_00039411	6657	6673		952	968	15	0.062	o2	R	-	A	0.44
TCONS_00055749	387	402		952	967	14	0.067	t3	Y	-	P	0.47
TCONS_00055750	669	684		952	967	14	0.067	t3	Y	-	P	0.47
TCONS_00064084	152	168		949	965	15	0.062	t8	R	-	A	0.44
TCONS_00064084	480	495		949	964	14	0.067	t8	R	-	A	0.47
TCONS_00064084	559	574		949	964	14	0.067	t8	R	-	A	0.47
TCONS_00167741	833	848		953	968	14	0.067	t7	Y	-	P	0.4
TCONS_00190253	960	976		952	968	15	0.062	o13	Y	-	P	0.44
TCONS_00190254	961	977		952	968	15	0.062	o13	Y	-	P	0.44
TCONS_00190258	960	976		952	968	15	0.062	o13	Y	-	P	0.44
TCONS_00140794	414	429		960	975	14	0.067	b8	M	+	A	0.27
TCONS_00039405	3548	3563		142	157	14	0.067	t3	Y	-	P	0.47
TCONS_00039411	4918	4933		142	157	14	0.067	t3	Y	-	P	0.47
TCONS_00064084	412	427		145	160	14	0.067	t5	R	-	A	0.47
TCONS_00064084	354	374		136	156	18	0.1	d1d14	R	-	A	0.4
TCONS_00064084	471	486		498	513	14	0.067	t2	R	-	A	0.53
TCONS_00064084	625	640		498	513	14	0.067	t2	R	-	A	0.53
TCONS_00064084	550	565		498	513	14	0.067	t2	R	-	A	0.53
TCONS_00091949	1929	1944		472	487	14	0.067	t3	R	-	A	0.2
TCONS_00091950	1929	1944		472	487	14	0.067	t3	R	-	A	0.2
TCONS_00141350	132	147		472	487	14	0.067	t4	R	-	A	0.27
TCONS_00141358	132	147		472	487	14	0.067	t4	R	-	A	0.27
TCONS_00190253	2788	2803		498	513	14	0.067	t2	Y	-	P	0.53
TCONS_00190254	2789	2804		498	513	14	0.067	t2	Y	-	P	0.53
TCONS_00190258	2788	2803		498	513	14	0.067	t2	Y	-	P	0.53
TCONS_00011596	274	289		190	205	14	0.067	t7	Y	-	P	0.6
TCONS_00011600	272	287		190	205	14	0.067	t7	Y	-	P	0.6
TCONS_00011601	274	289		190	205	14	0.067	t7	Y	-	P	0.6
TCONS_00039411	7043	7058		198	213	14	0.067	t8	Y	-	P	0.47
TCONS_00054058	217	233		195	211	15	0.062	t4	R	-	A	0.38
TCONS_00064084	481	496		202	217	14	0.067	t10	R	-	A	0.47
TCONS_00064084	560	575		202	217	14	0.067	t10	R	-	A	0.47
TCONS_00076444	3906	3921		195	210	14	0.067	t5	Y	-	P	0.33
TCONS_00097687	1557	1572		197	212	14	0.067	t2	R	-	A	0.33
TCONS_00140477	1251	1266		190	205	14	0.067	t6	Y	-	P	0.6
TCONS_00167180	1116	1131		196	211	14	0.067	o12	M	-	P	0.4
TCONS_00070550	1833	1848		286	301	14	0.067	o13	M	-	A	0.4
TCONS_00011596	275	290		49	64	14	0.067	d2	Y	+	P	0.67
TCONS_00011600	273	288		49	64	14	0.067	d2	Y	+	P	0.67
TCONS_00011601	275	290		49	64	14	0.067	d2	Y	+	P	0.67
TCONS_00064084	209	225		431	447	15	0.062	d9	R	-	A	0.5
TCONS_00064084	173	189		431	447	15	0.062	d9	R	-	A	0.5
TCONS_00064084	468	483		434	449	14	0.067	d6	R	-	A	0.4
TCONS_00064084	547	562		434	449	14	0.067	d6	R	-	A	0.4
TCONS_00064084	520	535		434	449	14	0.067	d6	R	-	A	0.4
TCONS_00052443	5708	5723		667	682	14	0.067	t5	M	+	P	0.13
TCONS_00064084	2288	2309		661	682	19	0.095	t1t13	M	+	P	0.14
TCONS_00064084	2284	2299		667	682	14	0.067	t5	M	+	A	0.13
TCONS_00064084	2296	2312		666	682	15	0.062	t8	M	+	A	0.12
TCONS_00082787	1468	1483		667	682	14	0.067	t7	M	+	P	0.13
TCONS_00092424	2555	2573		664	682	17	0.056	t8	Y	+	P	0.17
TCONS_00140475	1838	1853		667	682	14	0.067	t7	M	+	P	0.13
TCONS_00140475	1844	1859		667	682	14	0.067	t7	M	+	P	0.13
